vtd_2012,sha
20055000150,62426c5cbb53c84a7f5ef9b29f5824d4b5fcc6c1ccb5b4720089108a81bffdbb
2005500018A,102a2deab9e6bd901b8607f741b975ae4c23783626e1f3d3fce4fd7575fab77b
20055000230,0d1502e9cdbeef0b56447273826f168fac1d3d17f7668f16e01b25ba7f9946db
20055200040,61ddd9fe93d73c8290f72b2bfcf4b699d3845108bd0ebe97c94a092b5cfcaacc
20055000200,06976a5b786769ee790927b6c5b1a74a9ba37afae13f9b09d895d0b9acdd7890
2005500021A,834a114c12327dadfd6c707ab89f4e9a0496bb4c79be887e4da5accb2ca92e2e
20055200030,945fd5ef19881ed864a029117c29adeafe87da009e6cc0ca068b8ea9a07257ce
20055000250,c0bd59d1f7a75df6c80b550a0b080a327fc119463ac1b48b94ef70f8c851b08a
20171000110,ca07051670a4d2f2f2248f25ed9e36edb9f4458893f036f2caba9b5a4cc77858
20171000020,90be3e98db77ca324f488deb82cf4c15eecd5ffaab4d27b8fe86574e65fa96d1
20109000090,a85464ab93258dcfc4baf06cefcfe7536802fe4651ee65730151328bb28bba32
20171000010,92569ecec5c4e691f40641d715bb2031f5af7df407670d713dcc1e213e8e16e0
20109000030,750436b4133bd057eacebd0348703e832e8710d641d98a0f0b477012f73f0d40
20171000040,63d76e919acefb7caeee56086248a3128e5857ec4397e52dcf9fea810adf99f0
2017100010A,cebcefcda588a2d3467c8b607b1d68bb437b6759e3f8729d6f10f732e8504f6a
20171000070,aa47eb14d71ae096b39a0ddc976224f0b0e7b502bd35c50cbc05cf598946fc76
20171000080,18ffe691f3bd5e936e5ff752ca0d1f6f052c0b1763060425e071982bb6a0c883
20171000060,f596712f0383cc4d0e72ae57be520a118187fd4015ed16e9f4136e532fb1aeb8
20171000090,301fdf4466d37e91eac0246fecb029d06d70f4a70ac1d18a7a192d991ae2bba1
20171000030,85ef43c7e50b8f192bc5afa0b56580612bdb8f41e3995bdc3a9dcc7ab4216174
20171000050,c0c899fa1fc583a12808a0afd21c75d2c025cfd982c3d0ed680d4fbf9018ae78
20063000080,c8c7822cefe1f114851c07293c131d63a5cacc47e491cac6318829efcf78b622
20199000020,352bf9f503f35c1487c7ea4f2fc828624e2b857e93d82c414bdf1f5c94449d59
20199000040,607791a4117bc858c0277f622026e569fa1640b0a1e8d572ba4e48fafa16f8ad
20181000070,11c1ebb0dc171730c09d2a577c8bb9748d408f7589209cf52f48353a822bf805
20181000060,05653ffd0520a83d5c2d33b1721b875777e2468571aa2fea18cf8e537e570999
20109000110,4fa2c88df08b3b2b2257d8167febcbf5705c0bec146bb4e254c919da3cedb094
20109000050,ace530d528b2b766d2451f77e12d56cb22a44329f8f46c2f06693a13dd0d0979
20109000100,d3a218dae3d38700f20e0f3443942f7ae91abd80bf6ddb0d845808d74fbf52b8
20109000120,ceaf3e7a15fb16da63c8dd30a94023c7408198bfe0b8fb9e6a4725d53d183101
20193000080,ade09e9b79c0b8d80aae4fac7f312c742f080bc6e2740e060ae36112d56b0774
20181000030,6b92143b84a92c0c5e06bfdefe00089b8624ea4bb48cb60c6a937eab4291641c
20181000040,2d7a0d7e3d4ba85770b15592882cd465bfb5f1010341711daa4dba00da8d0a32
20181000180,9a3afdcd50d561cc6f35ce88fd93d5c9bc9854eb8aefb0097c49cb1ad9f3403f
20181000130,b96870bc1649587a333d7cf6eb757876a8ac6b7b9a2dd5f0f60a27ba95ad0d4c
20023000060,44d2b35da39cc9963fb0a9b539e01c34b2c85b22d9f6369270a7e7f4de04a2c8
20023000020,2235cf44b1ee92222fbce3ef1d8d57ed9d910c1355008bd2610f5d8005e1cdaa
20181000160,46d848e705b5ae76e646751a3de00fad3e5a3d1cdbe9ff4f6a518681d7edc246
20193000170,c910dd425dc494ae2a09d4d98da96ed0f3f868b795d0e838d3ccd287d2925184
20181000100,8bda475d8b1bf77d82c3e883905962232201ac379028d14e5c2c3e1296e785ca
20193000060,ddd04cc798c0e61d5a81b2134895328374a7d3204053e28f396cd6427bba29d7
20193000010,83620b0a200f253695069970d2fad0487f97e682ccece67f1599c2d06a86cca0
20153000130,9845b728a55936fa49e8c2dd1b8e64d53aec2c6802c2294d2300e686e1839888
20153000140,12335cfa19358d809b0b155d60b087a9e42d8f68caaab451f0dc80117d7ff64c
20153000150,1e6cfd74b7f975c6d0f771d63b95ebe9cdb9bcb377a97fe8b2fb95510bc8604a
20109000040,a7f6cf43d28d9679b92d44d79327d80bb0a4f84b77f0941284ff2e13cfa7a182
20109000060,d57e10228c9f3b430244364c7ce9754cd78ab4a8df46d8a596da69e144abd9aa
20109000080,09b3f8bb5ed529d180e05861fe303773ef9df1d25c5d6e86a87046667c4cfc27
20193000150,31deba22dfe49b5064c7156dd555adaf9a3a62ee23fcb0995a04be6bde8e9192
20109000020,527448ed451626cc53bbec7cabe49d7c0c99059ba0b6bf205fd36d243f25db3a
20109000070,c3daa20d5a6ce2a1d8a1904212aa8e6b5416d316d3b90a33a79f9d2e62652698
20063000020,35762aea3ed5180314eb61826894b7807210154df5f679a3483cd81eb3be7cc1
20193000140,875b3d00df62649debc80edca749cbbb17172d650d954c58606d849d9a70a29c
20063000050,6980ce1f055b71d42663518b34790079397d3f95399650ec96839bc8b32902a8
20193000180,51f4d7e5ff7b47caaacc29dfc12f761282c6133fbf420b3499513a3df197e1b5
2019300003A,519094aa114e09261d1f4c99c267bf7a8e3523ff6741a0c93d00d9b45f2e4845
2019300003B,af4033b0c017df2d8d5df23b0676ae4455f01b51339d3f597adc19c3ab453dc1
20193000050,8c6b114d4d8ae94037b2f4aeb8a137b8176710d87b0fabc147521094f1774b4d
20193900020,7f0e58bb2340102d300788758db35e87fe13ff94a5158c1f9e1fd6ce08033594
2019300007B,189c74e9151d5323a6017f3fe3a4d1406ff3bf0e38412b3f290fc5de81be1013
2019300004B,ce1f4b64a1c6c44b5d6f58a49cc3f4f83505b10efe8fe7aa28543e0c10ecb690
2019300007A,7553166b09318c6ef901920231523ad43d9cf5d68e27e81f2b1c57540d58a92a
2019300004A,6d9f4fe00dcfaa2d9d07ac8ca688fb0298d7b924adbab2b7e219225efadeca49
20193000020,875a89a87ddea92109cd5db0d4861068e6dbf6666f40accca1d6ca3c1caf7d23
20193900010,8e002a60df79603f3cfa25f5b4f45fa7fdb43c69af0473246b4f00a0ada92aa9
20193000120,cd53fa8b9aeeb1bfb668771424f9949423db395f4a5c5848972f32139c83ab3d
20153000170,0467d4c67e95282160b04862ede82784c451bf399d41b6970b0af8fa55dc4c3f
2015300009B,080676079756d76d28819ad78ccde4446f8be7a6063785b57f44daa4cce0a056
20153000080,fcee0005c78da610ca3aa7f6c748613e63f16a808ec8d7a944cd3eed5a62896a
20153000060,6813591c9636590f5770df8d0cca498e09ccf86f0505ee09b9652d6fe9022d75
20153000050,d2287465d90a973b61a47f0ade43414b24d34962918b9d79a5888eca8ef2d31b
20153000040,ad347fd93712c7d41d1e85b8b37537ca4de2a028d43fc434acdb51d6c4b9658b
20153000020,b8de4bb17d84dcb861a2396cbb02d4339366c01c615b19bc7d4f6536bf4f176e
20153000030,cd3f2678b53cf5427cb2aa04290cf9f50cf13607b54db02210a2c9f96140d406
20193000110,67afbad4f3e792de6763652d384d65c77513e1d194eefd2a65baf439b3b01bea
20193000090,ef349f1fc237cd60f79ec3f804d472b2dcb9ba4ecc98592c17dbebff8e2f852b
20193000160,f82a7104e096832a41bae470db018b995cf11a89e106c554714916b9b5f52ad9
20193000100,70882b8011c8b0ae3e0512ccbbe7ded19f0b840eaace34b37d62fd8d8fd70e9c
20193000130,68fac004a09d0b85ceee42ed66ca09df47c807ddc8cdb0919e6811e8c02cd640
20179000020,9a1f45f7e60006bef4581e0087fb46b9918ca9373f09fd647b1f95d7c54ec446
20179000080,958fa57b213f918018a9d3de1d61d085e18e10bcfc0bfd44dc0c7a0a57b2912b
20153000110,b05be16bdbafbfabf0e870eb1c2bdac84cb962080d7297ac01cd928befdd9489
20153000010,eeda385cc316fd8741f8b5f4f99af94fa4ef882e474631718ecb889ee9f47689
20153000160,34fb2afa49cce359da50d878dbf596127a2fea6128d99493afc6e2df65036b40
20039000060,b4514e76e6e347938914e2e303b3a8837195f376265768bf5b25d4e4452eddcf
20039000030,3d5db426279382b612e32405e0ac57722b9a85bb29d92ed473d8f2c774961a85
20039000250,070e24e76b05a76a93f24af2fbf13246b129ab7502c9f5dcf48afc0d8d6bc7f6
20023000070,d3856000e7a9330dfbe8c7e28395db665b8fffd6aec59056d1cf626ff8e2b507
20023000040,a32c4a414cfe9783056a5becaac5c007496efc2304af539f8aad9b4ac415c408
20023000030,da294a6a1e14db1ad1fa9eea1d6994a4b5b9a46da2a9dd5bc0604a4704375f0e
20153000070,b6fd8ff6b87d3afb233f72aa99ad21c5bb65e05710588ff4e8ce03cca4860e85
20153000120,b959d1454d2f712b1305b170f80f63a3608409b3376ca4d9cf4e4377d9f30010
2015300009A,ae925f28abc835df27ceca080ef102ca3a118c637075b21903d1ca305a4e343a
20153000100,6b2fc816f0dce317e915589a6dfa72aa4cfff9fad8dd370e649658e146163036
20039000160,b288e9562b307768c69825c0699e52828ea2ec2f33f44b31dc794e5a6f776ffc
20039000090,20dcd315b17e73ded67efd992e7b86843272c87caa70e4c1a810da094a0cb000
20119000010,f4298d9c03a1ca8072a7b3a13bad886eaec831ce9d234e9e6a887d7df77f8888
20119000070,aea38d9560be0b980ba5e4a5944d25bd105d27719d2fdce957109bc6053ca2ca
20119000080,57e5795c0b0264bbf0776d10cebbb9bbe9b8434a00980f4ca59c794fc256aa38
20119000090,50ea70214f77732f7dbbc6c5f8fd59b0e5f1a16b98b6337f869c5baaec978edf
20119000060,13a03d7b8412d2cab2db2aa473b7a3d456fd11abf730c3efa2b56556e8694d65
20069000020,c477719329ed98e038471fbf47d71def0b5e14f626ec06410b4e432c9f4cd2fa
20069000070,3c991ee9e21dcbf62d162ab5132e28f4ed452eb5bd268ed9bb2057341d5eba74
20119000050,9697eb18f0edcec7328549cc3bd51b5084f2c57f9b46b0f43c656c1401a1981f
20119000020,de8a4ff8d8de2ad6aee1bee29f65105ecba4849813345b0bbd7e03ea33a1c8eb
20119000040,70d167246ccba184133658ddf4c0ef4a476962a5acf1586751cd9bdfeb433ecb
20119000030,9a4c48ed20dd1bfe959bc6ef2ab7738890501f905dd447d22e8d0002af15693f
20069000030,3396c654016f7b58213337fadec605021b1f182966c48b75995e7d58a86906c7
20057000220,22759619d49692bed22c1029bba6727c045063b62f7a0498247b011a67d07254
20025000040,9fe81aa18e6063ff42c2e1c23c71b9b69237f7b7f6e0a59f833a456bb7d056f3
20025000030,87caaf4781b8888b6757d91d4c564c8aabbdd621d49f6a565584b6a836b86133
20025000020,9e11741c359c00769cf542a0a924e2d1c664b073d4aeae30e7f133db3407c1ee
20025000070,cee9045efde0488fa2ea53c7d64d354ff707d14b9833e84ee5ef86de3846af1f
20025000010,ea97414f28ac2009e2851cb157a2570eef8c50a014de3140c3d99016c0acee63
20057000330,8fe9ea18e72e7e7516df5beea9a975cd5e1730cc326076399e05ada95947dea7
20057000040,dfd903838b36a5cc9a0a74de6f3a83dea4f9a72fb592ae8d06eabe2a155d7182
20057000260,44a8bf03d28ad0bcdca8cea6d4f5e3eb157d3220261f0a9f5d74ea3b8f067be6
2005700005A,4f61332fc98ca8d544423b8d6d580b5531d296994396ae29fbbc509bab65fee3
20057000010,61f7fad1985f98b7b0c1626617d7346b0f9dd22501eadcc514be17fb76e2be20
20057120040,a455e22de548b037931698791323cef4394993c4a7b57dc4c9e47d8708983f5b
20057120050,7bae72b532f448d0125ffb6e5a4a0c9c1e7076669336b87b58cfdc2dbe654ae3
20057120090,04b1a7d5b27d7c6697e040d58b3dc6bdf88edf1947f499f1353675eb61906b46
2005700008B,96255d4755a7866d6b2652cd4454226b78a738df23c467cb68538b196f7b097b
2005700008D,96255d4755a7866d6b2652cd4454226b78a738df23c467cb68538b196f7b097b
2005700008C,96255d4755a7866d6b2652cd4454226b78a738df23c467cb68538b196f7b097b
20057120080,7ed7734aee148172c0c596a2b745c05eeb8d2814b620cfa3f5e7a4446f6ef460
20035000320,ca7f96ddff6cc9b7bfe4365579b47259e0ab9e6aea702967d81d652561d8bc49
20035000310,c28ad4eff25531bd09b2fc4e3ed163cc669b7dda90e018fe9cb3e9b127321d31
20035000340,7b56677bfe5e31e36de194a622c7aece7f074251e1cb80a5e30a4c8335b1c0c1
20035000350,833bd3a8e197826594d4b205882d596396b55ca3b6ff06a7195cef8b3575dad4
20035000280,30855178f4a893ea1740f692c15ce721a742cf333da3077c2f8e0f819bc55f23
20015000130,97a6ce4898c763b2668b71c059bff8d72a8fc2ee7ea9e00605d6b99803996980
20015000450,05ec7dedc37e06366b0ef7b5fdcf20f8a5c06977c9886021c31b409119aeb8fb
20015000380,53271a1df1fd0e016e8b4f7f52069b812793601ef0f41b4c2be2da4c367396ed
20015000080,ab372fcb983fcb26a6446f938543807ea14406f77d8e4ecf479a94689f902848
2001580010B,b70ab14c8655c55286f018b2b052dc9d93568a16aa2700c7a18f89a2731bd8cd
2001500002A,0aa14825ed1f572bf72e2247e7600b852e1f6154215fb8ff111108bbd2283cf7
20015120050,9431c396e3f96860d9b47fbb6f97f452a518d911799aeffb27a996db58f306bd
2001500004A,3a5600ee60a980859cb578ebda3b2439199e3f9977642f02a7a4976214715c7e
20015000030,d21abd97b962a26c3e216a9de7f1c5dbd09193a276443d67f580d65ec2489fe4
20015000050,434b3445b081f477ccef21a8e8b38706b2f2405a4d729711b598a31cd26783d5
20015120040,2a2c503182e5c3197e0b7f1f750f874ed6fe2a59f9db0aef2e07015227ef06c3
20015000410,b56c539b77e5ecc44bff6fef31610a5fe069eccd1d08f11b062c9825f8f1991a
20015000110,5509562aced4bf39f6defdec65517a12f447a04142ff49316d8480c4032a4fd4
20015000300,b32f83508294f215eb10ce9ef5e256bce6cfd70ef0cc0a499e26de3d025b7e96
20015000290,67fdc3f86d8e574a36e60a79d513fb6dcfd5dc38588a876e98cb25af915e07a0
20035000430,07d7f6d00b50168bd6969c0edebb55d09ba14a023ed28dc8eca1dbe5cc596040
20035000240,3f6e4f51757071430c37a5e814cef1884df7fbc1865362d9f1e3e24dbd79a676
20015000440,e5617adbd7d1a022329d2a3d806f2983b982a33ed78005cfca08614cc31f1948
20015000270,e5326b156cb8375f2e15a460701fd17965443a0696bd2574b4f8d47c1d54944f
20015000260,56895b56fc07b0cdabd91892f2a5e211661fadd36aee45c47485fbb743d5ad7e
20069000050,6010de96e4a7ea78e976572c9a00dbb918b80049398077d9cbd40f58ec328058
20069000060,786d649ffa37c90083e889d6cb857f098439bfdc84eff5bb9c604dc648f6719e
20055000280,c4d11f01870f514f8a0aeb7c94bbebf1a7f9289828863abf91446b8b989187ab
20069500020,fc71df5ddb0bb6526434652dbf0f4d14bedee1e1596dcda63ac96bc40ac39b6b
20069500010,ce675d73d9c2215e6feec4d84bfacf267922804a3cedfc1e49e1dfe9b5b38744
20069000040,2ec56e06e666083d5d07bcce2baa7cd8329dcdd3c5cf16909e760dfc7b128a34
20055000220,95d52f54b5d0ee7fbb9fdb187d58669f1fff3a83306a32d669d61526206b419c
20075000020,c94842e282efb64a74bd2f61906562f45d7446b1787499f34ea7b10719bdcf92
