OID,AIMSFID,WARD,DISTRICT,NAME,SHAPE_STArea__,SHAPE_STLength__
-1,201727221001152.000000000000000,,D113.01,Olathe 1-13,7004604.758666992200000,10583.202013761669000
-1,201727221001153.000000000000000,D1,D114.01,Olathe 1-14,6521733.521087646500000,11763.476098021465000
-1,201727221001154.000000000000000,D1,D115.01,Olathe 1-15,6718059.795471191400000,12409.942954831673000
-1,201727221001155.000000000000000,D1,D116.01,Olathe 1-16,10746122.863525391000000,16572.945026174271000
-1,201727221001156.000000000000000,D1,D117.01,Olathe 1-17,5409801.867950439500000,10553.439181406022000
-1,201727221001157.000000000000000,D1,D118.01,Olathe 1-18,38981702.809020996000000,39477.990850913950000
-1,201727221001158.000000000000000,D1,D119.01,Olathe 1-19,7313684.517517089800000,11781.558036677430000
-1,201727221001159.000000000000000,D1,D120.01,Olathe 1-20,8376972.022552490200000,11737.961906737586000
-1,201727221001160.000000000000000,D1,D121.01,Olathe 1-21,12462219.783630371000000,15645.738151227206000
-1,201727221001161.000000000000000,D1,D122.01,Olathe 1-22,21066808.951873779000000,32438.207235166727000
-1,201727221001162.000000000000000,D1,D122.02,Olathe 1-22,172777705.102844240000000,89279.746001972293000
-1,201727221001163.000000000000000,D1,D123.01,Olathe 1-23,10182168.812683105000000,13071.669259192427000
-1,201727221001164.000000000000000,D1,D124.01,Olathe 1-24,1158764.728424072300000,4379.121301637135700
-1,201727221001165.000000000000000,D1,D125.01,Olathe 1-25,2201637.564331054700000,6339.198030336714500
-1,201727221001166.000000000000000,D1,D126.01,Olathe 1-26,3701283.389038085900000,8984.581633228273900
-1,201727221001167.000000000000000,D1,D126.02,Olathe 1-26,32197493.961456299000000,29258.100423283206000
-1,201727221001168.000000000000000,D1,D126.03,Olathe 1-26,28964189.055084229000000,31591.312025258168000
-1,201727221001169.000000000000000,D1,D126.04,Olathe 1-26,4889719.206481933600000,12417.164291924963000
-1,201727221001170.000000000000000,D1,D126.05,Olathe 1-26,13457687.837371826000000,15669.782946540605000
-1,201727221001171.000000000000000,D1,D127.01,Olathe 1-27,11478304.270416260000000,15250.342938205598000
-1,201727221001172.000000000000000,D1,D127.02,Olathe 1-27,773564.717742919920000,3987.105633831574300
-1,201727221001173.000000000000000,D1,D128.01,Olathe 1-28,90501.829467773438000,1228.407691917031100
-1,201727221001174.000000000000000,D2,D201.01,Olathe 2-01,7744937.670440673800000,13294.529592396657000
-1,201727221001175.000000000000000,D2,D202.01,Olathe 2-02,9600051.910766601600000,13051.914340575917000
-1,201727221001176.000000000000000,D2,D203.01,Olathe 2-03,10204927.773895264000000,15908.444057755414000
-1,201727221001177.000000000000000,D2,D204.01,Olathe 2-04,17041613.831604004000000,17299.071017949154000
-1,201727221001178.000000000000000,D2,D205.01,Olathe 2-05,61875599.033355713000000,42535.101900457397000
-1,201727221001179.000000000000000,D2,D205.02,Olathe 2-05,28583923.165893555000000,21856.037726637853000
-1,201727221001180.000000000000000,D2,D205.03,Olathe 2-05,70713556.162292480000000,50117.984127796015000
-1,201727221001181.000000000000000,D2,D206.01,Olathe 2-06,39729484.250823975000000,34185.054882485958000
-1,201727221001182.000000000000000,D2,D206.02,Olathe 2-06,26004435.359832764000000,21474.403745090858000
-1,201727221001183.000000000000000,D2,D206.03,Olathe 2-06,7089935.973449707000000,10645.366163824763000
-1,201727221001184.000000000000000,D2,D207.01,Olathe 2-07,47529983.814727783000000,35330.891385055322000
-1,201727221001185.000000000000000,D2,D207.02,Olathe 2-07,11083567.129669189000000,18812.145336666046000
-1,201727221001186.000000000000000,D2,D208.01,Olathe 2-08,15205926.300506592000000,16972.068661296067000
-1,201727221001187.000000000000000,D2,D209.01,Olathe 2-09,54385972.751556396000000,31321.928562443445000
-1,201727221001188.000000000000000,D2,D210.01,Olathe 2-10,23055293.156738281000000,20918.066020478822000
-1,201727221001189.000000000000000,D2,D211.01,Olathe 2-11,20106374.281066895000000,21278.561742366161000
-1,201727221001190.000000000000000,D2,D212.01,Olathe 2-12,9430838.393066406200000,13616.308426092319000
-1,201727221001191.000000000000000,D2,D213.01,Olathe 2-13,11351488.221557617000000,20350.143141274046000
-1,201727221001192.000000000000000,D2,D214.01,Olathe 2-14,7445454.538848877000000,10763.391368293145000
-1,201727221001193.000000000000000,D2,D215.01,Olathe 2-15,37946483.196228027000000,33649.118925169118000
-1,201727221001194.000000000000000,D2,D216.01,Olathe 2-16,2653400.598114013700000,7738.956940446435500
-1,201727221001195.000000000000000,D2,D217.01,Olathe 2-17,4609570.854644775400000,13281.598573993528000
-1,201727221001196.000000000000000,D2,D218.01,Olathe 2-18,880475.584503173830000,4234.644968635554500
-1,201727221001197.000000000000000,D2,D219.01,Olathe 2-19,286991.683319091800000,2672.808621419338600
-1,201727221001198.000000000000000,D2,D220.01,Olathe 2-20,28505.565124511719000,818.795414993265810
-1,201727221001199.000000000000000,D2,D221.01,Olathe 2-21,190233.337982177730000,1847.462488621908500
-1,201727221001200.000000000000000,D2,D222.01,Olathe 2-22,46041365.505279541000000,34282.875686287451000
-1,201727221001201.000000000000000,D2,D223.01,Olathe 2-23,14105327.844268799000000,15958.855475715818000
-1,201727221001202.000000000000000,D3,D301.01,Olathe 3-01,9865302.808197021500000,16358.945295060377000
-1,201727221001203.000000000000000,D3,D302.01,Olathe 3-02,13618113.736175537000000,15867.059952396412000
-1,201727221001204.000000000000000,D3,D303.01,Olathe 3-03,5062511.589782714800000,9749.078055859798000
-1,201727221001205.000000000000000,D3,D304.01,Olathe 3-04,10657194.721221924000000,16718.730510270983000
-1,201727221001206.000000000000000,D3,D305.01,Olathe 3-05,47632758.200439453000000,40965.382666699661000
-1,201727221001207.000000000000000,D3,D306.01,Olathe 3-06,5960362.657012939500000,10422.298708492948000
-1,201727221001208.000000000000000,D3,D307.01,Olathe 3-07,5170610.506011962900000,9061.763680126867300
-1,201727221001209.000000000000000,D3,D308.01,Olathe 3-08,14425315.290679932000000,16089.913845697931000
-1,201727221001210.000000000000000,D3,D309.01,Olathe 3-09,10604426.200103760000000,14722.788713634291000
