OID,AIMSFID,WARD,DISTRICT,NAME,SHAPE_STArea__,SHAPE_STLength__
-1,201727221001141.000000000000000,D1,D104.02,Olathe 1-04,28188608.194824219000000,21277.051240708282000
-1,201727221001142.000000000000000,D1,D105.01,Olathe 1-05,8580917.756134033200000,13001.496552863669000
-1,201727221001143.000000000000000,D1,D106.01,Olathe 1-06,4784039.981353759800000,9167.878740972932100
-1,201727221001144.000000000000000,D1,D107.01,Olathe 1-07,15663116.673889160000000,16674.433548000070000
-1,201727221001145.000000000000000,D1,D108.01,Olathe 1-08,85812.521575927734000,1180.202614464645600
-1,201727221001146.000000000000000,D1,D108.02,Olathe 1-08,19579803.335144043000000,23592.780314957618000
-1,201727221001147.000000000000000,D1,D109.01,Olathe 1-09,22758691.822814941000000,29150.275653732278000
-1,201727221001148.000000000000000,D1,D110.01,Olathe 1-10,710665.840209960940000,4737.446626688364600
-1,201727221001149.000000000000000,D1,D111.01,Olathe 1-11,7328741.815399169900000,18937.206793885682000
-1,201727221001150.000000000000000,D1,D111.02,Olathe 1-11,4190287.022125244100000,9786.265956678358600
-1,201727221001151.000000000000000,D1,D112.01,Olathe 1-12,1775742.231750488300000,5330.745350885050400
