name,namelsad,countyfp,vtdst,geosha
Manhattan City Ward 2 Precinct 3 Exclave B,Manhattan City Ward 2 Precinct 3 Exclave B,161,40003B,4b768596aa42a072a5147e15886df6e167327861d5e5d54c3bc98cad53a6444c
Manhattan City Ward 3 Precinct 3,Manhattan City Ward 3 Precinct 3,161,400040,e12afbbb5ffe56adc0d4450e664eb7c5b9a44ff9b5ee70b3022874ce7a7889b6
Manhattan City Ward 4 Precinct 4,Manhattan City Ward 4 Precinct 4,161,400050,f5ce48184e61fd1c7845e760c0a16decb99e6f4a9c06cccc5701eb255ae23f12
Manhattan City Ward 5 Precinct 2,Manhattan City Ward 5 Precinct 2,161,400060,3951e1bd24a46cc9125c9c5cd6671a4f9085c7fd09c3c192e5d9c69b454bbed5
Manhattan City Ward 5 Precinct 3,Manhattan City Ward 5 Precinct 3,161,400070,79751a4cd541a8e5b078ed07efb7c50de17828b0ff49aedd7f76645e311c9de7
Manhattan City Ward 4 Precinct 7,Manhattan City Ward 4 Precinct 7,161,400080,c744cace65509d35bcfb4d80dd94c630f945cbca5c0a919edf0d38b554416107
Manhattan City Ward 11 Precinct 3,Manhattan City Ward 11 Precinct 3,161,600001,4bae26aafb9df88d08d63b0a4a4e3feb43b410b940c637cd5e9b1f692d9184c9
Ogden Township Enclave 1,Ogden Township Enclave 1 Voting District,161,900010,7b107010fad177be49d983d423e5e774d8f0382bd6ab756583c10f930120816c
Ogden Township Enclave 2,Ogden Township Enclave 2 Voting District,161,900020,cdde5e20e1786dd4e0fa4309217669242e7576a16ee0ab9673d0881fbefe2813
Manhattan City Ward 11 Precinct 1 Part B,Manhattan City Ward 11 Precinct 1 Part B,161,900030,c6295ecdc136395c697af1efe142a23146af4ed14127c4e87b7a17b83d47b708
Manhattan City Ward 11 Precinct 1 Part B H64,Manhattan City Ward 11 Precinct 1 Part B H64,161,90003B,eb2dbbffb7e0f029fae750d4f33f527bdbbfd30ac1a0c1671aa0e1db6364955e
Manhattan City Ward 11 Precinct 1 Part C,Manhattan City Ward 11 Precinct 1 Part C,161,900040,a6b876fe95c7b2ce693a69c98bd13ef2fbdc196197b5d57f53ca1941f540384f
Manhattan Township Precinct 3 Enclave B,Manhattan Township Precinct 3 Enclave B,161,900060,6ac8646376527429107478f5fd65528797edf6461a807144f7b76e4d21e9f9db
Manhattan City Ward 9 Precinct 3,Manhattan City Ward 9 Precinct 3,161,800001,396f5fc61cfe645e5605be6104b0daa5e002b64013a0d332fbdc29102d4348e6
Manhattan City Ward 2 Precinct 1,Manhattan City Ward 2 Precinct 1,161,400020,15130f3fe036db6a0bcf7f2b2054508f6c6bcc5664491cbcf8c264be302c7f17
Manhattan City Ward 8 Precinct 3,Manhattan City Ward 8 Precinct 3,161,500030,9b72a0942c062dd5cf9e72645cfa6d740832df6cfc614475c27df6de111690bc
Manhattan City Ward 4 Precinct 6,Manhattan City Ward 4 Precinct 6,161,400090,cf6c23ccdc6bc0e31fb452d36dd85d4226d90d96dd028f6c3fbd90835fd63ff8
Manhattan City Ward 11 Precinct 1,Manhattan City Ward 11 Precinct 1,161,500010,acec4e3eea1adda0c45ee371f78a89dcf063ccfb80f8d6ef048cdd529ec81777
Township 01,Township 01 Voting District,163,000010,7b2fe7f8ae43ea9f919c3b8a1c2cec72f06c69cbb72d99e8f01ed0377a9e6c4c
Township 02,Township 02 Voting District,163,000020,5fc96a91d616f557a7605f15b3abe5d6cd43f7ed086f0f4ce26d28b97671e738
Township 03 Precinct 1,Township 03 Precinct 1,163,000030,0c98cb73a24e0852fdb13472508fae3d0937a63443fada522f0274f91afd2d27
Township 03 Precinct 2,Township 03 Precinct 2,163,000040,06beb127d2a174a857385c408f368220ad4f0c7f72ff76c1b722a9c761f76cb4
Township 04,Township 04 Voting District,163,000050,0192b7128469f7956295b34303c50acf7983641071138871ae79544dcd769825
Township 05,Township 05 Voting District,163,000060,56c27fd4aa69243db2e9857d6ce1b44765353ebf4b319d360f995b99a4eea04c
Township 06,Township 06 Voting District,163,000070,56f158ada65a97b57a72dbef9b0dc7c4910347daf9f779cf1aa22604f1e6bf14
Township 12,Township 12 Voting District,163,000140,cb5af2de1c977e9becf8ffcdb3d3462a21a11dff5d43811a4f48916472f31d35
Township 07,Township 07 Voting District,163,000080,90b0d0f6169641b6f92c3a0ebb64e98e6bf7bf570ee2e791606dda1bb5f8dce4
Township 08,Township 08 Voting District,163,000090,9886509013e816425638280c87f62ac875c8ac5db41b6f9a8547a47c6d06e5b6
Township 09,Township 09 Voting District,163,000100,6b69d6e90c90221d016a992b9e211bd2981092bf9dd124bb345b1edb7ebce141
Township 10,Township 10 Voting District,163,000110,f227caceca5452d6b2a6e4fb84f14e3c3f7b87f60e594081f9cea0df299ec7e0
Township 11 Precinct 1,Township 11 Precinct 1,163,000120,f4c79431dddd3a8c437320f937acc9f341ac5a665d697d3991f1cfa71f4ee85e
Township 11 Precinct 2,Township 11 Precinct 2,163,000130,ded4fb83825e1e57de8c7293991319e9501da81f7709c276ec0724a37dff641a
Alexander - Belle Prairie Township,Alexander - Belle Prairie Township Voting District,165,000010,82ade2d99451ec8d5d0522b27225c59277a2accff0bb41dc29de6c4224ad9733
Banner Township,Banner Township Voting District,165,000020,d2cc78303686e80b83c1cbcd8b057728a592469e5c2a6b233b05ff1ec344072d
Big Timber Township,Big Timber Township Voting District,165,000030,8e0ee6c90c387c06ba492700c1b09cd50a4b653c742cb185e20fefd34e114614
Pleasantdale Township,Pleasantdale Township Voting District,165,000120,25484b9f400f17e92be250096f6d438235053479d56863f51754ea41a2882ee5
Brookdale,Brookdale Voting District,165,000040,242ea0f62b221548c632901005a2d3f926a1ed7d6ebd736118d39c8f0b0ea1f0
Center Township,Center Township Voting District,165,000050,5442353fa856cc744f39c3ddea9fd65685ef02f0a37c442553ff6ee568e52b91
Garfield Township,Garfield Township Voting District,165,000060,e1338f1387b73244bbab0ff8dc4260b280a9c7fc1621b62390065d469a70d194
Hampton - Fairview Township,Hampton - Fairview Township Voting District,165,000070,4b8982cf418a1b1b4870994161d5d95dccc699fee0310360fec88d46cebf8d54
Illinois Township,Illinois Township Voting District,165,000080,f12c545346b5eaa8d161b1fe245c97d730b58f2df114ac238d2bc8cd1aa031f5
Union Township,Union Township Voting District,165,000130,27d1408e48797123304525db0642baacdca515d7853027b3b7d95468aad1f63a
LaCrosse,LaCrosse Voting District,165,000090,69ace9de0dceabd6c63789fd38f8ce99a117b368f79af48135f2cbd5ed829dcc
Lone Star Township,Lone Star Township Voting District,165,000100,faf3240d1d3d83cf082c3d86a9b51238e7a2e7e7aa83fc468582ba42d159eddb
Pioneer Township,Pioneer Township Voting District,165,000110,f256199c3b3f117284603df83d569658a997feb78e6e058b48de7934b061d796
Big Creek Township,Big Creek Township Voting District,167,000010,d80e0965b44f9a3e2cf945b70c06ff51914c9ca9472f1cd545e7774d66e69604
Center Township,Center Township Voting District,167,000020,11226f28355616891de51632acf59d5317e1a8b6ab7515a6ef6871825b3485fa
Fairfield Township,Fairfield Township Voting District,167,000030,021e4194e742ea48368b1ade04d9c36199130c97a61c183f6e2bb8035fbe3bcf
Fairview Township,Fairview Township Voting District,167,000040,47806f659825c0453ab8321c19306751a29a9f3fd54971b18068e38f20440989
Grant Township,Grant Township Voting District,167,000050,1af11c45021c5f3e682b20f31366adac0908f60d1459da78efd6198b985e1d93
Lincoln Township,Lincoln Township Voting District,167,000060,c67a893b9cac028fa55798a86240238bfa07e103a2c60e2a895412286952aed1
Luray Township,Luray Township Voting District,167,000070,96456f63a3f68bb750f43e1e4318720c0b8c931553d8a28620b83c34a1e3e178
Paradise Township,Paradise Township Voting District,167,000080,3d0a22f96a29b7feb6f97f6e4d4c1e4ac976e13e3892135dc613ec86aedd74ec
Russell Ward 4 Exclave Airport,Russell Ward 4 Exclave Airport,167,00014C,0e9f2caef0b87c7fc8805063f9285f59e1ca2475730e1c90fac8c1c6f88890dc
Winterset Township,Winterset Township Voting District,167,000160,3680d2d91b707a601717402e2e8120c8dd9dc6afd9dc16bebf68c07745d05634
Russell Township Enclave,Russell Township Enclave Voting District,167,900010,a0d813f9f7d2bfbf46b0db60fad0a439c38da7d464887781622e8dc0233d1023
Russell Township Enclave,Russell Township Enclave Voting District,167,190010,f8bd4273f7cb627f2371d0fd8fc276d6f7dbbea976211b222bbd1843e4646c92
Plymouth Township,Plymouth Township Voting District,167,000090,256a973ed62d9ba2e65726344a264c4b2a131774fa6800263232eeea18d2b2cc
Russell Township,Russell Township Voting District,167,000100,01dfd7d6733f6b1400bbda649d27cd8afdc8c6ccd4b21ad33a9db2e87fc347c6
Russell Ward 4,Russell Ward 4,167,00014A,6259c42628065b48c6c9c6736174d1c09038765ba0eb849ba5ad2c944ab5f9e8
Russell Ward 4 Exclave,Russell Ward 4 Exclave,167,00014B,269ec57bcb7ee62b08198c68be0cbbd5120c492845873e33297ebd8d22fcda96
Waldo Township,Waldo Township Voting District,167,000150,316ca9aa5270e9dc62a6fdccf31c6ed01a2cb9702eb406174e9c2f7dbcc5de81
Russell Ward 1,Russell Ward 1,167,000110,d35dcdf3bcbd8685fb344b67ae0ae3ed42a0b2d0a922ef2a47867793aae9bd24
Russell Ward 2,Russell Ward 2,167,000120,d52ddbf7eefafbb8fb37a6d803d3cd0d13e97f6fcf73411bbe831e9adf8a5480
Russell Ward 3,Russell Ward 3,167,000130,e2b48eeddf1ac2c5c3a506b50eb7c73072e200953604660d2f4f1d09a4162229
Cambria Township,Cambria Township Voting District,169,000010,cbd7f62546074b9d77f1a85d2334bf05f9ca361a9c5e10d8d55bb87cb385f9ba
Dayton Township,Dayton Township Voting District,169,000020,82f138e671047b75f36fa15351b35150486e7a4fbe9a7f591a5ee6710e44eed5
Elm Creek Township,Elm Creek Township Voting District,169,000030,e9fc7741fb28d10d667ef8188c0e93b9367970196570d0fca208007cd86c4c69
Eureka Township,Eureka Township Voting District,169,000040,abc1be95787b29b11f4c9dbf43051c8e37f917c942dba407a1daea1b7a95a8a7
Falun Township,Falun Township Voting District,169,000050,e0082fff8f292f23c4652c07501df10318899d1a66b18392a9bb724b40ef824b
Greeley Township,Greeley Township Voting District,169,000070,60d9c533b7ab7b48c6ec17c78ada42906d7c195a5e15a59bc7b5b2006bdb925c
Gypsum Township,Gypsum Township Voting District,169,000080,b30e5fa93be7017340a98b921b34d29aaeb66ff4a69f55973cb0ad609b012ddc
Pleasant Valley Township,Pleasant Valley Township Voting District,169,000110,031ddf6157056a1c43aae72290ca30b6db0b64da29fa319201abd60a64993ff2
Salina Precinct 15,Salina Precinct 15,169,00026A,52b12524481620d0ef64b92bb3905142f6a01c2864ef0ba6cad524c11765d19e
Salina Precinct 20,Salina Precinct 20,169,00031A,35309aaa9472a5407b595a85779a061bd3eb2ccfbc474f4b31d19225f0630e98
Salina Precinct 26,Salina Precinct 26,169,000370,23dab2b951e5cfb5c605bd572f42c47f2ab8dbbb411e17b93de346b219cd8290
Glendale Township,Glendale Township Voting District,169,000060,75ce235f5d1c6e4032d0a9389f73df5db846a801bf7f51f7cd5572132e18b811
Liberty Township,Liberty Township Voting District,169,000090,0a23b4cdf66324b575ec9507514e491bfb1af8565f8513de53326b589dbff48e
Greeley Township Enclave 1,Greeley Township Enclave 1 Voting District,169,00007A,696414ea9df11fda11bf15fc734cfdfa0d7a47bab0220b4a974d86fd5e7cbd2b
Ohio Township,Ohio Township Voting District,169,000100,1c24c942bfc3cd291a77051d05903b2013a8479dd0a67274823dade843d03bdf
Salina Precinct 01 Part A,Salina Precinct 01 Part A,169,00012A,633fd025fcb614bd3b4c9f40215e769614ed114bcf294d633b906028786d5b86
Salina Precinct 02,Salina Precinct 02,169,00013A,61d3b6732558d454fe073d77868361f1a35bcbd626f9aade60f15ace4de993d1
Salina Precinct 23,Salina Precinct 23,169,000340,d9ceab4fcd66b720ade437f967690abd6a40e9320189d8c5c201148730caf67f
Salina Precinct 03,Salina Precinct 03,169,000140,43186f75f93ea03111489aa49ab8697577359b469fbbf1273f165ba691c2b8cc
Salina Precinct 04,Salina Precinct 04,169,000150,516396cb93593b11eb1c27a815376d2e754c94ed9d3c0b3c64ab4c4f93114526
Salina Precinct 05,Salina Precinct 05,169,000160,75bda92ef42ce125a2edfa8df3728a02d2ead379ae97e2c249fd826c8082af5b
Salina Precinct 19,Salina Precinct 19,169,000300,cec5dde6c345b2bb80bfbda244522c97f557a664909b7d2f42a672426e977065
Salina Precinct 21,Salina Precinct 21,169,00032A,e674242529d906a63ba8897dbc1c2f0e7b10b6b48d0a10a95f0061b9d87b847d
Salina Precinct 06,Salina Precinct 06,169,000170,a2091aaeb9a393612a2c0a580d8160de756b1f7c48182ff1865a25cf2c56ced1
Salina Precinct 10,Salina Precinct 10,169,000210,7853dc51681c98332633f9ae70430663db894c8d4f4d3deb7da6f88bc1d18358
Salina Precinct 11,Salina Precinct 11,169,000220,9df956fc758d0159583a4abe34e4a2c3f7168d994d075b6a30cd84e560293114
Salina Precinct 16,Salina Precinct 16,169,000270,04a6050abbd5436b9b78aac0d03e6dcbe52dc3b080d1a91ebe5b3b1e1c021896
Salina Precinct 07,Salina Precinct 07,169,000180,029a173cacd51949296b75b6962466226d046ae8a7e40cea4989d5704ca4e5bb
Salina Precinct 08,Salina Precinct 08,169,000190,32aeb16f36fc1524a48121303463a58fed0bc9324fe091b5e4975892d2ebe755
Salina Precinct 09,Salina Precinct 09,169,000200,f8c0dd06cfe73bea5a398fb8ce1a9d7dea3f91533f2bd044f7bb90ed8b8bab2d
Salina Precinct 24,Salina Precinct 24,169,000350,d689b963d8a5349743d8b8a44d345731d3217bcd365c068be1af890f0028a6ae
Salina Precinct 12,Salina Precinct 12,169,000230,6751eac6310ef6a6ceecf1576a0bca83326d78e40ebd420d57b81e3c8bc03740
Salina Precinct 14,Salina Precinct 14,169,00025A,db3523ad21ade12843425cc3355d32a5f48edc3105100325a8274cd6c44f3ef0
Salina Precinct 13,Salina Precinct 13,169,000240,558e29de08ca0fc4407b389802e43b95f4331bbc7a897bf9d85f3d572d24a7b8
Salina Precinct 17,Salina Precinct 17,169,000280,d8d7d8ed81443708edaedae6ab0e489e196613bce6228ec6ea1be8dec1309ca9
Salina Precinct 22,Salina Precinct 22,169,00033A,1baa4642a22e136c52fa64e9c9acf780f632b0a484a22e5808357e6015cb0020
Salina Precinct 25,Salina Precinct 25,169,000360,c8ac3b5eb958c6c8d599121d977aeed5fe3b7a1c65894002161ee100aeaaf62a
Salina Precinct 18,Salina Precinct 18,169,000290,ac151a05e42d042a43a154b3e937bb32b1ae4307d72dbc7b94fcb93d7cd3a00d
Salina Precinct 27,Salina Precinct 27,169,000380,cdf9f839d6c043a058049489153836372c927701e9f7072e38013a45f869340e
Salina Precinct 29,Salina Precinct 29,169,000400,50c12aacc62e31eef70a36db642da6fd2601d9f500c1a67b8bb7f6bad0be84d5
Salina Precinct 30,Salina Precinct 30,169,000410,879453bb3156e68fa8269bf4715f4419d5f988eee61d70b7c8ae1f3d1a966991
Salina Precinct 31,Salina Precinct 31,169,00042A,6234daf7edd8133f1719c30f69ff220332fe4b6779d6fa8eae43b85aa997afdf
Salina Precinct 32,Salina Precinct 32,169,000430,1fdd2c8c5e88819098229253f0a7664c4f66578057fa95b02d043d905f39f056
Smoky View Township,Smoky View Township Voting District,169,000480,30559bbd2393b8eadb712c0ed54f73df524fba5d485f89847d9f8ff4a6f6376d
Solomon Township,Solomon Township Voting District,169,000500,790cf09aa42c64c003d7f2ece3395ddad85e1648955d9271e573b262a8111fc8
Spring Creek Township,Spring Creek Township Voting District,169,000510,fae45ba744c75379a22107bef256205cf06ed54fe6ff59ee345137bdb03f7fd4
Walnut Township,Walnut Township Voting District,169,000520,3f2df75258b19437e6fddc5d917c4e7629872719ba0950ee5224a601b180f0aa
Washington Township(307),Washington Township(307) Voting District,169,300010,aed044eae323edb5f7dc6ff6b1a6575605acc46b705044ec6fed3439b6189f9d
Salina Precinct 01 Part A Exclave 1,Salina Precinct 01 Part A Exclave 1,169,900010,37aee14ebd6dff95150055503d347c808dcb18320f0caf72cbaa9bce9ecfa808
Salina Precinct 01 Part A Exclave 2,Salina Precinct 01 Part A Exclave 2,169,900020,c35ca64457b3348c14e71cdb1928ce9f4eed2503a2a7e87a05d56d18ec02439a
Salina Precinct 15 Exclave 1,Salina Precinct 15 Exclave 1,169,900030,dacdbb319c553209ffe8a5152ce3ef3d84d1381f59acaf8494a70008c86aa6bb
Salina Precinct 15 Exclave 2,Salina Precinct 15 Exclave 2,169,900040,ead182013b41d95a25ea4a41fa23cefb4f467ebe2ba1032cb9ac795c6610934c
Salina Precinct 15 Exclave 3,Salina Precinct 15 Exclave 3,169,900050,7206b255bb7a90321847437b34a3f1e63dd502355620e5496ef85f514edb3b79
Salina Precinct 33 Exclave,Salina Precinct 33 Exclave,169,900080,85ac16e2b25c626862c7c89b733b1e198a1494fefb866562bb5816a7f82d06ab
Salina Precinct 35 Exclave,Salina Precinct 35 Exclave,169,900090,4ad37c520ac817d60430f91bd19617327bb128242eb19a8b56db03468413f24e
Salina Precinct 22 Exclave,Salina Precinct 22 Exclave,169,900070,5b2122e10c1ae0be65c433619c9b928d031a198911bbcce13187eea54a17c68e
Salina Precinct 28,Salina Precinct 28,169,000390,b525417c78a4ff41ee1e67f2fdacb52297b2ccae47bf4fee6818c746f2e180ad
Salina Precinct 35,Salina Precinct 35,169,00046A,e04bbc2375548d65f96a99f4304ef7be2be0c2779802c54913ae4aa09018c674
Smokey Hill Township Part B,Smokey Hill Township Part B Voting District,169,00047B,7937b6cee2a6f18e92f3f80fda0546b1c4dbd356ce2081743fc793451208e5f2
Smokey Hill Township Exclave 1,Smokey Hill Township Exclave 1 Voting District,169,900100,e88a6e7cb4ac28d5ee821ae358ae53fdee5303f04ce4d967cb45607640931539
Smokey Hill Township Enclave 1,Smokey Hill Township Enclave 1 Voting District,169,900110,83fc2f3c9f7162532152927a9e1440e23849dc42c7e757388b38cdca29c52dd2
Salina Precinct 33,Salina Precinct 33,169,000440,65da8ce06f2f55332dc8c43e2e5619a91177ef51b47ffea8556da707db26317e
Salina Precinct 34,Salina Precinct 34,169,000450,74e29a79781cfafc1a3ac75bb33b15fe7d4ded3cae2de253c86b82c2600211ac
Smolan Township,Smolan Township Voting District,169,000490,16bb8c1c444bb070081305246fac4bb4f175e2d52df01810f665ea7eaee883f8
Elm Creek Township H71,Elm Creek Township H71,169,120030,67ca6a08d56833d58b541d2065755777daece0e3cb78ca9c7cf1a5d4be37b742
Salina Precinct 36,Salina Precinct 36,169,170010,a2ffe2d7552c256227384289db3767a1299879e157f4b6e6a37f5c0b49d537c3
Washington Township(400),Washington Township(400) Voting District,169,30001A,9e271408a67abea7affe00826b2fa49bebf3f833374f2c4c94a2e873248835f9
Salina Precinct 01 Part A Exclave 3,Salina Precinct 01 Part A Exclave 3,169,90001A,3bd149016ed23e6e2a472795cbaadf3b0b19960c132274b37a2bffdf444941b6
Beaver Township,Beaver Township Voting District,171,000010,92569ecec5c4e691f40641d715bb2031f5af7df407670d713dcc1e213e8e16e0
Isbel Township,Isbel Township Voting District,171,000020,90be3e98db77ca324f488deb82cf4c15eecd5ffaab4d27b8fe86574e65fa96d1
Keystone Township,Keystone Township Voting District,171,000030,85ef43c7e50b8f192bc5afa0b56580612bdb8f41e3995bdc3a9dcc7ab4216174
Lake Township,Lake Township Voting District,171,000040,63d76e919acefb7caeee56086248a3128e5857ec4397e52dcf9fea810adf99f0
Michigan Township,Michigan Township Voting District,171,000050,c0c899fa1fc583a12808a0afd21c75d2c025cfd982c3d0ed680d4fbf9018ae78
Scott City Ward 4,Scott City Ward 4,171,000090,301fdf4466d37e91eac0246fecb029d06d70f4a70ac1d18a7a192d991ae2bba1
Scott Township,Scott Township Voting District,171,00010A,cebcefcda588a2d3467c8b607b1d68bb437b6759e3f8729d6f10f732e8504f6a
Valley Township,Valley Township Voting District,171,000110,ca07051670a4d2f2f2248f25ed9e36edb9f4458893f036f2caba9b5a4cc77858
Scott City Ward 1,Scott City Ward 1,171,000060,f596712f0383cc4d0e72ae57be520a118187fd4015ed16e9f4136e532fb1aeb8
Scott City Ward 2,Scott City Ward 2,171,000070,aa47eb14d71ae096b39a0ddc976224f0b0e7b502bd35c50cbc05cf598946fc76
Scott City Ward 3,Scott City Ward 3,171,000080,18ffe691f3bd5e936e5ff752ca0d1f6f052c0b1763060425e071982bb6a0c883
Goddard Precinct,Goddard Precinct,173,100010,9f3e6a85b1c8da02bad9d68ed2896707f60baade211d3bdd16789069d359aafa
129 Precinct,129 Precinct,173,120010,f8311966e6126888feea97c483e5a0f942384a9b133dcc6be62bd2bb2534d865
130 Precinct,130 Precinct,173,120020,0ef02c5e1f35505b5fcdb25739aafb784498e9f09d8264042dcc8a3919f4d625
Attica 12 Precinct,Attica 12 Precinct,173,130520,7b6eb29e2753b5a09e5489224d9ea34ac8ea4f46c1eb0ae74a936716d10d4111
Attica 14 Precinct,Attica 14 Precinct,173,130540,d31b051eb62db9f7f8e329be2a7dd0c3b7189903ad17f00ffb510c0d293c2574
Grant 7 Precinct,Grant 7 Precinct,173,130740,b784a5e34eb2ada5472e09dd5983fb12cd58dd4388c6fd53fe9dc45b59025597
233 Precinct,233 Precinct,173,120030,3b58006607cd941c7601dc19f7d670b67061c677dce3e47be344d324afda25be
326 Precinct,326 Precinct,173,120090,aba1acdfd1741c178dc157041829db61c961e876bebf5954ce1905a93d87d897
235 Precinct,235 Precinct,173,120040,5fd2d5ab51cb22c0f4acaa4e2a5282a8075cb9d40f561719d594a1283e5d6923
538 Precinct,538 Precinct,173,120120,cd704a1dc9733da2e3a099424d8aa759de65e33e54b25177459efdf7ec5bf8a6
320 Precinct,320 Precinct,173,130170,d431aa02c4bd3e307c077cadf60a0aa9b89870ec2d5eb8e3dfe6238eca8f1f79
236 Precinct,236 Precinct,173,120050,ed467d1127e94f05db27ea60b64391a68cefbae5a4427dc2509f193befafdfcc
133 Precinct,133 Precinct,173,130050,aaa9c108a71b38905b1334d8a45aa6c2102d060e9648baacc564d3159e4765d3
237 Precinct,237 Precinct,173,130070,9c67d4797c90dd0aaa4117fcceb5a01d7e1ac36acebdd839a8a4af8c048ece7f
245 Precinct,245 Precinct,173,130140,49d56167b277d1db9a36bd8d846ef27146a3e7d855edbaed3599649f35cca6b3
Attica 17 Precinct,Attica 17 Precinct,173,130570,1b8d978d3e21de8fd19f26898a0cbba02c31579b71c90a0c6c61084a6ead3999
Grant 3 Precinct,Grant 3 Precinct,173,130700,f15cc7de494c6b3b32ee83b35dadbd508f73b693343b76b95558efc756725562
319 Precinct,319 Precinct,173,120060,502002d1c088b912f315b5ca05a630d80767af509d4e66a94a496dcd6aa72392
321 Precinct,321 Precinct,173,120070,489eb97d3bc7ec760a77de468f3149cd1300b34f4c85acbff28f1023125e4e0e
Minneha 10 Precinct,Minneha 10 Precinct,173,120420,206afa50fc643455773da885eb30db1604c59886d7a1f8207fdbb1d274f295f7
434 Precinct,434 Precinct,173,130340,417ec9dd29664bed7cba802c327ce656fb6867eea97cb6b3ec3f6cfeddda08bd
436 Precinct,436 Precinct,173,130360,e67598583d4d3d9428b5dff35c4505ac9f7615241e137e170469b446f695abe2
Attica 13 Precinct,Attica 13 Precinct,173,130530,48b25da26401588f1cb1e341cdef58c0c2f030ebaaf5bc3c37be35eaf500fd5b
Attica 18 Precinct,Attica 18 Precinct,173,130580,dfd3b38847a41ad244c2fbbdae9ffdff14d2f71983d7d6230ff25d60bc76a672
322 Precinct,322 Precinct,173,120080,7c1627e88e096e277338640a3ddc1781ebf75c7899d5eb58ee88e20352e01db3
428 Precinct,428 Precinct,173,130290,9efafe9238688f515501442d255fe928b08626f4a667a58940caa7d37d11bd9c
429 Precinct,429 Precinct,173,120100,32e14e8c644177de22a77fa95d8da384d838d15ec975d7022802cfedb1180621
327 Precinct,327 Precinct,173,130200,f84a4de8e66bd7f82bb37dd48fca5cab76dc894f8e68a48a7425ff304e67b9fe
431 Precinct,431 Precinct,173,130310,6d04035eb156e4b5fb89be4d794099d14fd97b51db41c47befe4e7ada8c95dd2
Attica 21 Precinct,Attica 21 Precinct,173,130610,ae044f9d26768b05b06565da9c0971966a0e1aae49815d11a126a97fe2b57dbf
534 Precinct,534 Precinct,173,120110,24b166440033165f2692b7952afe4f69f276069322a62cd0ebff69e8f88bbd37
Park 4 Precinct,Park 4 Precinct,173,120460,79a348040fb60988463613e6cda54009ad96c63ceb403d033cf73d2a2e1b8599
328 Precinct,328 Precinct,173,130210,1653776b5b46135bcd4fb11d0b20f671bdd09410f3bfaf412e505d5c2ed50bf7
430 Precinct,430 Precinct,173,130300,08d0f41d0ffd4a100cc19b7dc09ee19660adae69cb48635499ee922f439970ac
624 Precinct,624 Precinct,173,120130,12d8523773a2e78251082e463e7672e0dff80d4c0a8a82b1645a33cacd29d598
603 Precinct,603 Precinct,173,130450,ed15e5a8c0ff6c0fabc3f0d8102c9df8d3635cc889eaaa04b5774892ac6efe47
Derby 16 Precinct,Derby 16 Precinct,173,130620,d5042a01e56cdad7ede6e277f0cad69fa45c531453fde827086c14a00239b052
626 Precinct,626 Precinct,173,120140,3512951aa6f519ff7cfa410ae265783d3ba69ec3fffe97573c377febdd5c2f74
627 Precinct,627 Precinct,173,120150,b08816b66dd6187059aa8547688aa52ef3f21f3fff24f8a0d27defe94cd70e08
Attica 8 Precinct,Attica 8 Precinct,173,120160,14f11f1ae565515a1643ee08a8771a1b4a9db871552f3785e67246122776fb1e
Minneha 1 Precinct,Minneha 1 Precinct,173,120370,68c72fb9c4be3fd704fe28b4c43b9373c4545859adeeadeda06ccd096ea1c70c
Attica 10 Precinct,Attica 10 Precinct,173,120170,3f4ba7d124cb4d0364f88552f28459fee4464c053e4b12cd2b68d17fceb94367
Goddard 2 Precinct,Goddard 2 Precinct,173,120300,867f58484c55ddfacf381c0c427c082de6e3a713eb74f31cdc618825bbd89369
421 Precinct,421 Precinct,173,130280,9efafe9238688f515501442d255fe928b08626f4a667a58940caa7d37d11bd9c
432 Precinct,432 Precinct,173,130320,adc9bd6ae9105d60ff1d3bc800546c8123fbbad7b840978997c87f357919e467
438 Precinct,438 Precinct,173,130380,417ec9dd29664bed7cba802c327ce656fb6867eea97cb6b3ec3f6cfeddda08bd
629 Precinct,629 Precinct,173,130480,5c1c596a3d3354fcdf5f056f1ec11aca207883fadbdfa3c1b14fed3b2875693c
Derby 47 Precinct,Derby 47 Precinct,173,130670,7bb520fb95228cbe21575f07566bc69aa8d97a0a7b455b52148fde94aeeca83b
Grant 5 Precinct,Grant 5 Precinct,173,130720,20e94108338f2ff47f70a13d69eaa0a6660d5945ebadbd00578dff75b3ec2005
Derby 15 Precinct,Derby 15 Precinct,173,120180,f88a83a0cf7dd7b4414281267bbfc6853e38c43742f2121813312c59b90d688e
Delano 7 Precinct,Delano 7 Precinct,173,120290,e47d3da8a30fc97553b2d9260bfee0f7630e349e7e4ba851133067e15a16ebd0
238 Precinct,238 Precinct,173,130080,4de38165334c686af30bc7695cf940c9b19654dbbcbe668420400753fa9533a5
246 Precinct,246 Precinct,173,130150,5c80c10e0d862e0a1e6f050fed57e02b87640c3cb6e2704dd9d0ff4c822dc486
Attica 15 Precinct,Attica 15 Precinct,173,130550,ca4f34198196a4c4142c976a8ce3fd2ec4d48f860552041e6b9a8a3ceeea5b86
Derby 21 Precinct,Derby 21 Precinct,173,120190,a13c552f7f12778101085d067faa64b824c89060a99adf9477a3d0a9ff51bd3a
Rockford 4 Precinct,Rockford 4 Precinct,173,120530,07f3815522b41cd0b0a905624bff13778b116dc4605c1bbba5d96ae3ce4279a1
Derby 22 Precinct,Derby 22 Precinct,173,120200,3c9486861bd52856a7e0b3bc70c22e940d7756d32b2640a7cb54a5c0bdcd0c23
