precinct,geosha
KE14,ef6a0d9b8602fe3144caa8feb25cb031f24cb7dff500240fdbc6158bb5bde881
KE15,9d6001db9f166321ef48380c01d014649d2cc9c9b2c13cf080b6562fbc113310
KE16,1f26b0d2cb33ec62f210f709543ea24e6aec428a59d8408f471a67a1f4abab8f
KE17,4955811da096e134af06ce4c1aafb891361a8c3224cd69a5b47bbfd0ea21924d
KE18,0f82d10c11e9fb24b172e26df181a2d29377b8e1fe9456f400d6eb35cca78554
KE19,0ce85dfeb5d1f6b9e888ba8003407d67202d2d6b33d5d61b89f21572d3bb1161
KE20,0ce85dfeb5d1f6b9e888ba8003407d67202d2d6b33d5d61b89f21572d3bb1161
KE21,fd35d1ae158070c2248a623519de88f707ab81bf4214aeaa191a70f0790f4e41
KE22,2f8e881e1079246862298653a4248ecee54a04ecf789ab89538ed3c4f02c3382
KE23,90a32fb14313f7939e506536b65b1be078f1e5dd7500fc0209d49dff067b1fd3
KE24,b35ce93daecba2cf6ca938eae53fef9116e3d82637698c34d9465af14a8a424f
KE25,c5cdd1242ef53678cc87cfc91972293da4cb70240b531764beb61e5076d387b3
KE26,6a47402f0b15f2142d6a717ba1713d7dae086f0f4d217302e33615a1455c3208
KE27,5e8aa6b33deb391f8525679ae8d4dfd63322bf997a600be7838d5c304e7abe30
KE28,10c97a972556286a2425cccf9f372ae5c34b38b10de7dd2eb3dea403880868ad
KE29,e0a90671a4f4441c313fbae9785524f9156460715bb6e098456b3217f4bf1e20
LI,e11ee64e2ae842f49897a1a17a7baf6a15f309ce4104175ab670805c28425ea3
MI01,68c72fb9c4be3fd704fe28b4c43b9373c4545859adeeadeda06ccd096ea1c70c
MI02,ab0fb9732b6d7a77ef88c207c18aaa17c876b1949d4b052cb8467f6ef72c6a0e
MI03,c37a1573d360fd5e7b1270091c599905e5c011d2feb1c96e6a15cb230f56546d
MI04,6c96f28e463807934b4d45fc260cf0b94feb042b41a3848efb690a5c65875051
MI05,521e337223c0ef79c8a7065d919f4a52ea2d15ecbab5707129d9bbbd6f3f82e7
MI07,f804e5d4a5ed25115d280d7753da18f73fdb3e50df5fc2a7afc031bdf1773802
MI08,1947ae75ff969f31b6f42cebc5454da4776735b62c1aedd262dffd1cec96a60c
MI09,32e1cf1fd4007851ea648092de6dba3e6909301c5b5de5e721cca0bc4a58b1dc
MI10,206afa50fc643455773da885eb30db1604c59886d7a1f8207fdbb1d274f295f7
MI11,877faeeca55fcab6adf49c8a5fe39144923f000821a24634b25a8787f4746e96
MI12,8174ed4601f05e5bdbd9e434c1a8967d4c3ac73e5fb8b2259cff4a2eb9eaf244
MI14,5563f7a3aa30380b2eb199be4953db929f774a8059bf426cba6b03b079287df2
MI15,8dc17b824a04d5d6b32dbce622c8fbf16ee87f7daf3405a70ea9efda7f1e4fa2
MI16,c6274268b43dd41d2b58316a666eeff7402e156712b6d902c08e0618cdc3efff
MI17,2ee2ea8bc3b0eafa454602aec3dbabb53e848a0c4bced97c9cc17d00601ab373
MI18,284e7677df13bb1ca22a573787ee078c7060ec584215497c066da908811d611b
MI19,4e914a885eaf6a10f855f76e02fb231a4ef11a99d3158c38e3f279c63ca1eed7
MI20,f5fb9b50662bcc565476b1798e840c35fdb7ea72f0f5872765153ac4fe169e7d
MI21,20e3517e6822591ce82136add318ea9dbd198d7812441dd51a3cc6f560227cee
MI22,edf742dee230e126c39d20086500d674580f2ec52829da6f2ab060bcd14a0b9d
MI23,b728a4b09673014145090b17369364888fd1991db9bd74b5ac8db5e15184436d
MO,738e99c5fb7c5c12ab68ac287323db80b29838716b116e48bd273f1c71bab89b
MV01,3a73a1acb1d797ef3e350cccddee28fb06b2a60d34fb6eeb70db583472ccd23b
MV03,6404dec1d868a35a1c0194f098e01253c2ad8b2167faf99b799da87073bdee92
MV04,337d73280076993aee33c589324f47550eeb8e15a42cf620d616f7b913bbdcff
MV05,de1b2ee10e8eaabc9d0fd24bfb821dc904f3a889431ee3064e9d8c5b4d3f8f22
MV06,a8209638d3b305a48a1d19e68d83acc2be5488d5d1dc695307d9b9eac13e4e2b
MV07,c75107a059eaa230ff880e4aac824b1c85c8bec563d89b047a74b2897b1ecd55
MV08,6392a61822b84f2d705fba31ab8b4c5cd1287b60abb9d47c22b5cbfc94034bcc
MV09,e1f68f3579f05ea1db84ad2d35021e434dce076b408217536f546512a58a46b4
MV10,68e9b2d141101fa2f611eb309504a1f898d5496b1100f8508f26fa5daf11bffd
MV11,c778c159eb3a482022975990f4bc85a09089ce940b8dfed596557bc8751cd80e
MV12,208e8ce302e21bf9f5b0094d10bc4fe16a1878ca497219bfa5a64ebf0431c44e
MV13,699b6afab43ceb46b1b90e038dca9277b0026d7626b09eebc2885233e1cf6dad
MV14,de1b2ee10e8eaabc9d0fd24bfb821dc904f3a889431ee3064e9d8c5b4d3f8f22
NI,b0c3a490290bdd252da46309f0f5328c8d590244eb96ff3bd22762e4d311b403
NI01,7b7124ac16cb6146d50631e0e6a8edc916e0f5b4cb1a1dff07faa36050c57d54
OH01,01cb41c7ecba9de7914c078e2546479babbc1ab4ac39775a8d5b678192e8b579
OH03,51ad3c6bd29b77f7a7aea19882621c61eb6a626bd4e67a896b6a84eabd6897f3
PA01,e00f4b47a6b0679855c2e3c87490b0f35be070020a6a1bdafc5d45d2caaf61b1
PA02,f9e7a38e0085272fa78b72d2eb90f4f6f106dc472e1a87b54c666fa57dcf8b31
PA03,0c4410db84b4fcacdcbd85cd30a9a82a12f89244e910197557b2af5470b2fede
PA04,79a348040fb60988463613e6cda54009ad96c63ceb403d033cf73d2a2e1b8599
PA05,1bf5e3522b353ab0a45f3d7d6051dadfd5062964d5bdd0063d355bd5f99b1854
PA06,83fde754f6d8e75f64386328cf8a35e498183d3f07029b9ff5fc2decf7350a94
PA07,0aee51b6446f9b503899f96f32d71f604cbfd7cfc4c911de4f1b17e5a5d221d9
PA08,95180b9d6619eb3c2c1bc058f56a7589a39843cc5c894bf1491eed45a4481878
PA09,0b29892913809593e20936421d9e2de057a269e9c75ce611ee4b31f8220f1b45
PA10,ad5766eb2edfb4623d19982392c1e09698965c5bd52e8b53f76d7c28e85c729f
PA11,13242c839bea5e8428d7b71257a7cfcdb779350bf3afd3c2f40cd8b464189bca
PA12,f47a91757bdd1d4f245ab9b5ef2e4bf9bfe48395578775d188753c186418d4ef
PA13,c394e5f9f632deaf08bce6b18a7eb05f10ad5821a630ceb8888933e4bd7d11a0
PC11,23e4ac32e4c8b464dafd1746d0c04c86c0fb1970d9ec99af3c64d1cf581ae377
PC13,6664febf20f24a3d3a70ef7e79f98f64bc8531112da4d6d2c6624f651bb6cb36
PC16,29fd8a579e9b142d61745bb960f0bf4348c3702e20324fb1dfb3623a7ac9f0c5
PC17,173d41c52f82adb7b03308973242f54256d818b74eaf1b3d5bf4edf699456569
PC21,5d2021d3ca0f7ba0fd23668d398559864853bb334811509e6a045be67a2c64af
PC22,e7195ef68ae10f2dc9dc072bdc0deba95d68c55d5c15457c8dd07ddbdd2f0c00
PC31,95bee676fb831719f2697d067d6aa2ad8b9895724839a32097c50585106a9dfc
PC41,5cc482d94bf8e70db57c756cfe84c7ede0dcb3cbc7d0b28083fe4ff263c04f72
PC43,37dd2ae5948ae3fb1d00ccc3d4c9eac56f5d8f64a5b944da71c004cadfb00472
PY01,8470570950571db3dc33a3f6debed613b5924fe520b53ade40d8e3dfb5852beb
PY03,26383be74a09720ac5a8546bcb1efb1eaacdc2266239e48371e920b224f92d22
PY04,fa0a0a3250dd100c9d3b2a449d6fa8dc74109ca011ce609158b3f3b8eece4790
PY05,2d29c6140125aec274cc1ec02654e7d237e2b3ab5742774ca6511cc5a51faeb5
PY06,118d7b405be70e891b70751f4ed72d6dc17e674538bec5f18f407eb8b4cd8ced
PY07,16ded030f459ef3566f6286f38adffca6db74aef05c351e7ace76a01fe0c8b29
RI01,1a3c71c86bf883445daf484a40f21564c69f2c97a4dd678d28deb1f0cdebf03b
RI03,81e018553e5cab071dff13714070bd5835e9aa383b1efe88b7f23b35c6bb081c
RI06,cf3c31097b503d71f817243856d064fc98a3e04dce369785d417f0c295aeac91
RI07,11f3378feb723024820637cadd12cc226c2a9abf9a72a132fb5896ac9ab61f1e
RI08,a22407c5cf5ccf7e1668dd726e96db19742f28cbfed109dfd6433ce1af2206d6
RI09,1687e573e694dadaf52386ce876bd18e4edf568d16b0cd72576b337dfe60c7b7
RI10,f8a3551c0c68a99ed0deaaa4e9bdb131dcc7590a08341d438cff437e3debe019
RI11,a2103acbb8fd990b5ee0c0427d6c5a5d761591d83c3c5826f28c4b4400b9605c
RI12,3273aa34f2b40edc1fc9451ab94ef9a4d364def837d1fa78aa6611f548b1c478
RI13,b5b90df0d4223f6e80b29a828ef568a24a9e6c387723e77e21e8d806516d14a6
RO01,b6029a5a78480a5995d227877a413c379a908cbcd0f988fdf4e83964a16898e7
RO03,90cadec40412f6b2e8ee454d10c0c13d89be620733c6b7419983b85ba70a1ce6
RO04,07f3815522b41cd0b0a905624bff13778b116dc4605c1bbba5d96ae3ce4279a1
RO06,dbe8fa4b9501d48cdc921216cdb4152f52d6e79d9a492b0de5e98a2fc4c78e95
RO07,97ef9a31fded5defac85ad1bcb12343e608e26ea59634bd078f9fb30db8ef3d0
RO09,af49f4dff5239dbe22019a9cd2711da9b3b83de8369def96edce7acd4fe26d8d
RO10,5194989d5ba8e554c72540e8d492d133573359261cd14c2227b512a45807fde2
SA01,9e0392e98b35ab5d297d7fc85957ea0387b86c2f086d2b6b0874fa9625702800
SA02,184600871d329c1840a2a208e1b20b97d325f52ef5c7b6463e135e7f690b4c36
SH,ff1aa882daa1d2e9a0ad224b82406b51c9480ea88c2da5b5f0c11f3b5c042c72
UN01,5b671363d6ccd8199b7f83d43a1236c4127d77abbffc034c1f078a7fd31d36e2
UN02,0e67d85987377d9c79df5dd2359cd14f6651551a8ed785811d6b9d485063467b
UN03,d6ffee37cb360d422ca3696cc9246c261cea4104ddae9ff3a42c206649df890b
VA,26fd8837123327000d3bd662d3fa446106cfedcb97ef53f9673ae8c998202204
VA01,905f6edb490b469a2c2803fd1319bf09063b36d88a363d617aed9a39c05fba1b
VA02,9c92f14b32b4c34cc0a0d6b8e7cbbbb9bde792c43dcecbd1680abdd9d8163c49
VA03,0bb2c438bb9b06ce2271a305c2ecf959e9e8d4476d61134ce95510ce0fa1fb09
VC11,6b3b9a7b3f9476945e657754831072c3462be995abaee8b5a45477bb27566873
VC12,3c98f28a428bbfab75ef9b654f6dc686741cfcdd90569abce2ba0611a0fbb802
VC21,9db246119918aa82e915d552586bdc958afeb9a6d98cb6422667c411b6ca5c19
VC31,bd4028e3af17fb6c3449600a99162b3dcf9631e309c0475293ef0c3cfe4e33bf
VC32,38ab75e64cbf870a4ba95e5a97e5adaeb530ac57470e9568bf04e40aed5bfaef
VC33,6aed9fd9671a5cdf9be910b501b730229d993def1cc47d6efa9a786f36f0b042
VC41,9c92f14b32b4c34cc0a0d6b8e7cbbbb9bde792c43dcecbd1680abdd9d8163c49
VC42,cbc99e2be2bb14808cd75a6ea759c32f5f904cb0173d9a2bf2a5a586cdda8866
VC44,a5e865e66e3b6a85590765c4d9c71aedb45bcf8b76eadb65840a5f330ccd053c
VI,d6a43e65838e94992684c48cb37a8e4fcaeaa85b57152614a365a9008101cd05
WA01,b30e5a48f1a74c979a354de6c9a3af62cdb5213d711d9ef79737370a13f7c806
WA02,417ec9dd29664bed7cba802c327ce656fb6867eea97cb6b3ec3f6cfeddda08bd
WA03,cdd5eabcc5d586778e5b1a557fefbd0c675e411a0fcaeb43baa4214adaebbfe2
WA04,08d0f41d0ffd4a100cc19b7dc09ee19660adae69cb48635499ee922f439970ac
WA05,fb21e291411ba82aa8f58016508a8a0baffd2020c104dc936769273b0db8a5d8
WA06,45d58b2e51d5195622f9b8f0d66d825c685992e6a0db9c856398e1643366c35a
WA07,83b1bbdaabfad2d5687f2649d5b69fbe7a00bb70e304f0ea8f2fdbc0daaae537
WA08,45d58b2e51d5195622f9b8f0d66d825c685992e6a0db9c856398e1643366c35a
WA09,6e6fa777f419d3c5ca942fe49b1cae858076c98fe74bae88f7deb87e07ebd854
WA10,d3a3882914979a92451c140a1db5f89153184bf0346517000f4578d829fa0aa2
WA11,9264435af7685a2637e533ffaf3e8288aaaf352dda2aedd5f8fce8fc13eae6c8
WA12,51ad3c6bd29b77f7a7aea19882621c61eb6a626bd4e67a896b6a84eabd6897f3
