precinct,geosha
DB41,9fe070130fb030775a9e9c85cf0aba8ab63002d4a49dbe68242354fb51a0a292
DB42,b0c9c33259aedf91f7b54f9930561e95128f89e53a0e3b833bb43828209e62e2
DB45,78e27f3f318b0e91e6afae04ae0463fd9828a7acd3a49f2ef8a91957ecb330b2
DB46,78e27f3f318b0e91e6afae04ae0463fd9828a7acd3a49f2ef8a91957ecb330b2
DB47,7bb520fb95228cbe21575f07566bc69aa8d97a0a7b455b52148fde94aeeca83b
DL01,20c15447314e6902f37ba5ac9856237c10f04e195c8d668e44ee52adedb54234
DL03,3881f3afc2bfaeecc4c403302f18561bfdd493c35416bff1a6546cfb5889586d
DL04,5194288f44ed7b3fe787d0831e58637b29aef81c3f4a3d9e8c2f7db9f3db1334
DL05,87bfb851ceef6ae84b87530b1b070ef70b0d744d1534eab4a4eb49e4406c4ab5
DL06,ee413f77f81d422981ce94d03302b386dbaecfbbf3341fa5bfe3db89bd4d1132
DL07,e47d3da8a30fc97553b2d9260bfee0f7630e349e7e4ba851133067e15a16ebd0
DL08,d46bd909612d38dd6235e238b2a7ef41f10d24d6e24b4dfea2942a67503b3503
DL09,a797f27c62a51a57fdcf76a124eddec9dc7adb9a7e31b7a8eecc7e828661b3ef
DL10,5194288f44ed7b3fe787d0831e58637b29aef81c3f4a3d9e8c2f7db9f3db1334
DL11,ae044f9d26768b05b06565da9c0971966a0e1aae49815d11a126a97fe2b57dbf
DL12,aa1c03883a680d5cbdaaad7b05d3e9d64e9c747d4b789fa4a9a69a5878da8e45
DL13,c702ded061b963a6ebc813f8365eb9ab2b4513efaabcc01687f58737b18b69a9
EA,ef56fd05990289868d7d6c957601e032331b43972680c2a978bfcfe1d6456613
ER,8a9439313059127988beffac1a20d70b0536e414f3498535c770af0fca0ade46
GA,6d5cb552c01d2a46281a05feb71cd18fbf4fc2e54fc268d9a3c85e479fd5d6eb
GD,298d1b5c99a669f91baed38ea9e9c112b5abf61cc24595f3761a7b233a80ec1f
GN01,41d55fb131588b044306799eed142374ffe30244ff3fa7ea68fd0997bf943be1
GN03,f15cc7de494c6b3b32ee83b35dadbd508f73b693343b76b95558efc756725562
GN04,73fe5c93741ddac8bb992c48778f2ced3c0de32871f6870090559d85fff65b1f
GN05,20e94108338f2ff47f70a13d69eaa0a6660d5945ebadbd00578dff75b3ec2005
GN06,b784a5e34eb2ada5472e09dd5983fb12cd58dd4388c6fd53fe9dc45b59025597
GN07,b784a5e34eb2ada5472e09dd5983fb12cd58dd4388c6fd53fe9dc45b59025597
GN08,c475d0b43329888cc345f8175e48217cea8f936c75c6b8792f36c2f32e727d38
GN09,85608e46e2d596fc760e28d897cbfd658620fe7d107715083e77d2f93b08e204
GN10,4982743d1dead0e4bf6da199539fa1c96b02bf1bb2ae09d0959caf6b0addac2e
GN12,15eddb407499760fca578b7fb2aba0f36d484f5406e5c4bf2cbe563ff361f70f
GN13,6caa04eca104edaf6e9742fd2663c498b44241645a41b318b24894671f911bcd
GN14,28e09410a2233c86e2b8d67bf8ffbfaa49f1a28848f7282cdfd85612831e2a49
GO,9f3e6a85b1c8da02bad9d68ed2896707f60baade211d3bdd16789069d359aafa
GO01,6921d6ea029afc03d6477f9937a0b053d2c15e556a2faa747a239cb2f2cf26ab
GO02,867f58484c55ddfacf381c0c427c082de6e3a713eb74f31cdc618825bbd89369
GO03,9abbe2a806c2490816dac0004b0f4a37bb6ba5cc6021a40619807748e4344912
GO04,7b894aa63618f1d4b11e16875bc008249762298adf94f2acbb0ca400fe6ad42e
GR,2e90a3348d000acc9c56565a3b9d306a6b358906fd6d85fa832aa90cd1d4d221
GY01,a0966914d514d9f4e17aa8d7a58cbeaace1301b9d04425dc51aaa48f1369cdca
GY02,bfb607b813d9dc12be3e8d1559d23c54772cdec2542c98ba1ce6a46c1873ae0d
GY03,2cab6608f010d951231f3cb3d8e0b10a664835070b46e03969fa89201c6f2a03
GY04,a2a61fe553c1b33658c23ccd3571c5bd0a404118b83cf74302f7e2cc9f5a1914
GY05,a1f608e2b4c3159d7eb5ed6385c599b850a9736674e9aa1da7f2410f5afa9266
GY06,471bdbcd338643d36c5f96a09d2783eed3e129b4d238d345f19d35db6750210e
HA11,2d59fa14762b50c274d01402324f140fe0e82d4dbb74fdc2272866f749b95d72
HA12,12e1a4522e37ca1b402f93290adb72e4b91698364493a9d00637d4525006417a
HA13,51ad3c6bd29b77f7a7aea19882621c61eb6a626bd4e67a896b6a84eabd6897f3
HA21,6aecf4d062646a98d672817e37503d4a475393e37f1212801414269b94baf9b2
HA24,6c11241753f1010e76a076486404e7d0af8565c79456547af85823064efc9d2d
HA25,68c9858cb83100cedaac033f88a5faf8203b447d402b025957665a5ee6bfd868
HA31,3708b882ebe273c66a8755d8cf73e22c88ac47c04d6866cda81655d909043336
HA32,84c1988c1da4bc6efc58ddeaf0fd7c2062136b60bd62b05fb3f39b996dab9b10
HA33,8325db22e3567dcedf9a4260405e85f56dda34d666a8a85a86733271e9b1fb52
HA41,c557f9cff10d2ec8d2fc9e2bfc86b6b41ace6b983a94746ab4c8284285307f22
HA42,73a18970e357ffb20a0a9c2cb091e640849b06d231b2cb1607cd2e5272904019
HA43,071014f2c378a9e7ff1572682a463e2a3d6621ff028641a43e673793c180892b
HA44,7b1efbad477bface6b38deb2c2386981aa7c13fe766a9beac6917cc5e43868f5
HA45,8fbf555279c018933023c18310c68e8e663228279432e2b11530a056700637f6
HA46,3653ff6c0d4a1c6ba531e1e2be275bb28250a2388c189468a2e693b65e9e9fb0
IL01,b99259693de0d7e71c75d851793b35c435be51bac06a503cb23237b963327d2d
IL03,3df4644e69a5103fb698fef1205cabb67b8e58736d651702068d79036c36d229
KE01,46d03dc41bf2c38ebefad2677b4c7441637321b10a652643fc14671aa10552be
KE02,6e1b733424514f93c1c1c13fa0137b78e9e04241abd6b9527f5e86d0e608454e
KE03,2ec38dffb33965ab29489e49fda7d4a38ef6b5ce698180805672689270a00c58
KE04,d74963076a31c09fa787e328897c6633159de487b157e7f323907a08525c97fe
KE05,e166e4f680f3ace34a1b0648cff6c822fabc9e722e3d98f5580030922549e632
KE06,c78d4c1c208e9e79ff8be7f7517b5bfe3e854c2a9f7b724d2a3e176e660bd375
KE07,e58ea3863ca531e6c999a5d73d472cdd569ae265e109cc1ad1c30177394d352d
KE08,487861477a47511eab69f9fb0cef45be8f2ac8b0afee4190e6ea115e0fa5de8c
KE09,23246f2c55fe32ce2645a98644f5ad3e961dd2218e4972d781eac9105920d4bf
KE10,fe1a45b35177013c2919379c45dc9b04bf635b0e070858ed9b273f056d319879
KE11,690522d497f3df447fbb34e920dc90e8be112c20a8ef27ba558427456303c703
KE12,fd1e203d35ebcef5cfe6afb32ac5ebea1b0d326534eedca6162a15384d9890b8
KE13,4c1d13c8a53d329027bd2ddb8878f809f0364de0a3c39cddf54af6695679b710
